project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,readme_content,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update
AgroMo,"An Integrated Assessment and Modelling software that integrates a crop, biogeochemical and a agro-economical model.",,https://github.com/hollorol/AgroMo,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CropHarvest,Collects data from a variety of agricultural land use datasets and remote sensing products.,,https://github.com/nasaharvest/cropharvest,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreizhCrops,A Satellite Time Series Dataset for Crop Type Identification.,,https://github.com/dl4sits/BreizhCrops,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veganify,"A multilingual progressive web app, which scans the EAN or UPC codes of over 3.000.000 food- or non-food-products and simply tells you if it they're vegan or not.",,https://github.com/frontendnetwork/veganify,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentinels for Common Agriculture Policy,"Aims at providing to the European and national stakeholders validated algorithms, products, workflows and best practices for agriculture monitoring relevant for the management.",,https://github.com/Sen2Agri/Sen2Agri-System,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EuroCrops,A dataset collection combining all publicly available self-declared crop reporting datasets from countries of the European Union.,,https://github.com/maja601/EuroCrops,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FarmVibes.AI,Can develop rich geospatial insights for agriculture and sustainability.,,https://github.com/microsoft/farmvibes-ai,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agrolib,A set of libraries for agrometeorological modeling and climate analysis.,,https://github.com/ARPA-SIMC/agrolib,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIELDimageR,A Tool to Analyze Images From Agricultural Field Trials and Lab in R.,,https://github.com/OpenDroneMap/FIELDimageR,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AquaCrop,A free open-source tool for assessing climate and water impacts on agriculture.,,https://github.com/aquacropos/aquacrop,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCSE,A framework developed for implementing crop simulation models developed in Wageningen.,,https://github.com/ajwdewit/pcse,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
climatrends,Provides methods to compute precipitation and temperature indices for climate models in ecology.,,https://github.com/AgrDataSci/climatrends,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agroecology-Map, A technological platform that allows the mapping and exchange of Agroecological and Agroforestry experiences.,,https://github.com/marcelo-soares-souza/Agroecology-Map,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
osiris,A R package to process climate impacts on agricultural yields for the Global Change Analysis Model.,,https://github.com/JGCRI/osiris,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PoPS,This is the R package for simulating spread of pests and pathogens.,,https://github.com/ncsu-landscape-dynamics/rpops,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DiCRA,Provides open access to key geospatial datasets pertinent to climate resilient agriculture.,,https://github.com/undpindia/dicra,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenOlitor,Administration platform for Community Supported Agriculture and for direct selling farming projects based on a subscription model.,,https://github.com/OpenOlitor/openolitor-server,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grimgrains,A Plant-based cooking website.,,https://github.com/hundredrabbits/Grimgrains,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extractOz,"Extract the Global Runoff Data Centre agroecological zone, major soil order and weather data from your GPS sampling points.",,https://github.com/DPIRD-FSI/extractOz,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PyAEZ,A python package consisted of many algorithms related to Agro-ecological zoning (AEZ) framework.,,https://github.com/gicait/PyAEZ,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRITERIA3D,"Includes a numerical solution for three-dimensional water and heat flow in the soil, coupled surface and subsurface flow, meteorological data interpolation, radiation budget, crop development and crop water uptake.",,https://github.com/ARPA-SIMC/CRITERIA3D,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRITERIA1D,"Agro-hydrological model that simulates one-dimensional water flow in variable saturation soils, crop development, root water extraction and irrigation water needs.",,https://github.com/ARPA-SIMC/CRITERIA1D,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S4A,"A Sentinel-2 multi-year, multi-country benchmark dataset for crop classification and segmentation with deep learning.",,https://github.com/Orion-AI-Lab/S4A,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiteFarm,"A platform joining farmers and scientists together for participatory assessment of social, environmental and economic outputs of farming systems.",,https://github.com/LiteFarmOrg/LiteFarm,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biotrade,Analyses international trade of bio-based products with a focus on the agriculture and forestry sectors.,,https://gitlab.com/bioeconomy/forobs/biotrade/,gitlab.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PyETo,"A Python library for calculating reference crop evapotranspiration, sometimes referred to as potential evapotranspiration.",,https://github.com/woodcrafty/PyETo,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DynACof,"Process-based model computes plot-scale Net Primary Productivity, carbon allocation, growth, yield, energy, and water balance of coffee plantations according to management.",,https://github.com/VEZY/DynACof,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldCereal,"An efficient, agile and robust EO based system for timely global crop monitoring at field scale.",,https://github.com/WorldCereal/worldcereal-classification,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AgML,"Provides access to public agricultural datasets for common agricultural deep learning tasks, with standard benchmarks and pretrained models, as well the ability to generate synthetic data and annotations.",,https://github.com/Project-AgML/AgML,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broccoli,"A free eco-friendly recipe app for building your recipe collection, distraction free cooking and seasonal ingredients.",,https://github.com/flauschtrud/broccoli,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epicrop,Simulation modelling of crop diseases using a Susceptible-Exposed-Infectious-Removed (SEIR) model in R.,,https://codeberg.org/adamhsparks/epicrop,codeberg.org,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnassqs,Allows users to access the USDA's National Agricultural Statistics Service Quick Stats data through their API.,,https://github.com/ropensci/rnassqs,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foodsharing, A platform and initiative against food waste.,,https://gitlab.com/foodsharing-dev/foodsharing,gitlab.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cover Crop Species Selector,Used to help farmers select a cover crop that fits their goals and constraints.,,https://github.com/precision-sustainable-ag/dst-selector,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AgIsoStack-plus-plus,ISO-11783 stack for smart agricultural machinery communication.,,https://github.com/Open-Agriculture/AgIsoStack-plus-plus,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teikei,"A web application and API that maps out community-supported agriculture in Germany, Switzerland, and Austria, based on crowdsourced data.",,https://github.com/teikei/teikei,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PyCrop2ML,"A free, open-source library for defining and sharing CropML models used to represent the various biological processes involved in crop models.",,https://github.com/AgriculturalModelExchangeInitiative/PyCrop2ML,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropbox.jl,Provides a domain specific language for developing crop models.,,https://github.com/cropbox/Cropbox.jl,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAIZSIM,"A mechanistic model of maize growth, development and yield.",,https://github.com/USDA-ARS-ACSL/MAIZSIM,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carob,"Create reproducible workflows that reshape primary agricultural research data from experiments and surveys into a standard format, and to aggregate individual data sets into larger collections that can be used in further research.",,https://github.com/reagro/carob,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLFED Integrated Food System Model,An integrated food supply model for resilient foods in nuclear winter.,,https://github.com/allfed/allfed-integrated-model,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiboa,The Field Boundaries for Agriculture project is focused on making field boundary data openly available in a unified format on a global scale.,,https://github.com/fiboa/specification,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AgML,Aspires to identify key research gaps and opportunities at the intersection of agricultural modelling and machine learning research and support enhanced collaboration and engagement between experts in these disciplines.,,https://github.com/BigDataWUR/AgML-crop-yield-forecasting,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petari,An initiative by an organization aiming to redistribute excess food from various events to those in need.,,https://github.com/Sahil1786/Petari,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food Expiration Dates,This simple app helps you avoid forgetting to consume foods that are about to expire.,,https://github.com/lorenzovngl/FoodExpirationDates,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Farmer Journal,A farm management software for the hobbyist and smallholder farmer.,,https://github.com/usetania/tania-core,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HarvestStat,"Contains cleaned and harmonized subnational global crop production data from various sources, including the Famine Early Warning Systems Network (FEWS NET) of the United States Agency for International Development (USAID) and the Food and Agriculture Organization (FAO).",,https://github.com/HarvestStat/HarvestStat,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA Admin,Offers you a wide range of features specifically developed for the needs of Community Supported Agriculture.,,https://github.com/csa-admin-org/csa-admin,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Land Griffon,"Empowers companies to measure, manage, and transform agricultural supply chain impacts using an open scientific methodology.",,https://github.com/Vizzuality/landgriffon,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fields of The World, A comprehensive benchmark dataset designed to enhance the development of machine learning models for instance segmentation of agricultural field boundaries.,,https://github.com/fieldsoftheworld/ftw-baselines,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EuroCropsML,A pre-processed and ready-to-use machine learning dataset for crop type classification of agricultural parcels in Europe.,,https://github.com/dida-do/eurocropsml,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
street2sat,A framework for obtaining large data sets of geo-referenced crop type labels obtained from vehicle mounted cameras that can be extended to other applications.,,https://github.com/nasaharvest/street2sat,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASTIS,A benchmark dataset for panoptic and semantic segmentation of agricultural parcels from satellite time series.,,https://github.com/VSainteuf/pastis-benchmark,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMF.earth app,iOS & Android app to understand and reduce your carbon footprint.,,https://github.com/NMF-earth/nmf-app,github.com,,Carbon Intensity and Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EnergyPATHWAYS,"The energyPATHWAYS Model is a professional, open source energy and carbon planning tool for use in evaluating long-term, economy-wide greenhouse gas mitigation scenarios.",,https://github.com/energyPATHWAYS/EnergyPATHWAYS,github.com,,Carbon Intensity and Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blockchain-carbon-accounting,Code of the Carbon Accounting and Certification Working Group.,,https://github.com/opentaps/blockchain-carbon-accounting,github.com,,Carbon Intensity and Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
footprint,An R package to calculate carbon footprints from air travel based on IATA airport codes or latitude and longitude.,,https://github.com/acircleda/footprint,github.com,,Carbon Intensity and Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intensegRid,"Provides information on national and regional carbon intensity, the amount of carbon emitted per unit of energy consumed, for the UK.",,https://github.com/KKulma/intensegRid,github.com,,Carbon Intensity and Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carbonintensity-api,Rust library to retrieve regional carbon intensity data from the UK National Grid.,,https://github.com/jnioche/carbonintensity-api,github.com,,Carbon Intensity and Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silicone,Automated filling of detail in reported emission scenarios.,,https://github.com/GranthamImperial/silicone,github.com,,Carbon Intensity and Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenClimate,Independent Climate Accounting Network in support of Paris Agreement goals.,,https://github.com/Open-Earth-Foundation/OpenClimate,github.com,,Carbon Intensity and Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scope3,Build a framework where the media and advertising industry can collaborate on best practices for measuring emissions from the advertising value chain.,,https://github.com/scope3data/methodology,github.com,,Carbon Intensity and Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEMED,"A python package to retrieve and process historical emissions data of the National Electricity Market, reproduced by datasets published by the Australian Energy Market Operator.",,https://github.com/UNSW-CEEM/NEMED,github.com,,Carbon Intensity and Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
